ticket_id,created_at,category,description,resolution_minutes,escalated,channel,customer_tier
TKT-02473,2025-01-15T21:37:00Z,portal access,Customer cannot access the service portal under HP-39805.,5,False,phone,medicare support
TKT-02672,2025-01-15T22:00:00Z,appointment scheduling,Customer asks about available scheduling options for HP-62133.,13,False,phone,employer plan
TKT-00983,2025-01-15T23:42:00Z,appointment scheduling,Caller requests an appointment-time change under HP-38852.,24,False,email,standard
TKT-00600,2025-01-16T02:45:00Z,portal access,Portal password reset requested for HP-23636.,11,False,phone,standard
TKT-00210,2025-01-16T04:06:00Z,billing question,Payment posting question references HP-31711.,72,False,chat,standard
TKT-02358,2025-01-16T12:00:00Z,portal access,Customer reports a locked portal account under HP-35037.,8,False,web portal,premium care
TKT-00101,2025-01-16T12:32:00Z,general inquiry,Customer request requires manual routing under HP-52847.,41,False,email,standard
TKT-01824,2025-01-16T13:05:00Z,prescription refill request,Administrative refill request requires licensed-team review under HP-48581.,115,True,phone,premium care
TKT-01893,2025-01-16T14:40:00Z,appointment scheduling,Administrative scheduling request for reference HP-64838.,18,False,web portal,employer plan
TKT-00177,2025-01-16T17:49:00Z,referral status,Customer asks whether referral paperwork was received for HP-87950.,32,False,phone,premium care
TKT-00878,2025-01-16T17:54:00Z,appointment scheduling,Caller requests an appointment-time change under HP-83226.,27,False,phone,employer plan
TKT-02951,2025-01-17T01:07:00Z,prescription refill request,Refill request status inquiry references HP-56465; no clinical details included.,88,False,email,standard
TKT-01950,2025-01-17T02:05:00Z,insurance eligibility,Employer-plan eligibility status needs validation for HP-29891.,44,False,phone,medicare support
TKT-01179,2025-01-17T02:30:00Z,billing question,Customer requests an explanation of a service charge for HP-77344.,74,False,email,medicare support
TKT-00093,2025-01-17T03:41:00Z,insurance eligibility,Coverage administration question references HP-99875.,69,True,email,standard
TKT-01998,2025-01-17T04:55:00Z,appointment scheduling,Administrative scheduling request for reference HP-52580.,9,False,web portal,premium care
TKT-00672,2025-01-17T06:26:00Z,medical records request,Customer requests records-release instructions under HP-78179.,108,False,web portal,employer plan
TKT-02053,2025-01-17T08:23:00Z,portal access,Portal password reset requested for HP-52338.,9,False,email,medicare support
TKT-01473,2025-01-17T09:03:00Z,appointment scheduling,Customer asks about available scheduling options for HP-91483.,9,False,email,medicare support
TKT-02954,2025-01-17T09:30:00Z,appointment scheduling,Caller requests an appointment-time change under HP-38433.,19,False,email,medicare support
TKT-02247,2025-01-17T10:30:00Z,referral status,Customer requests administrative referral status for HP-58730.,18,False,email,employer plan
TKT-01873,2025-01-17T10:36:00Z,prescription refill request,Refill request status inquiry references HP-40238; no clinical details included.,60,False,web portal,premium care
TKT-02667,2025-01-17T12:26:00Z,portal access,Portal password reset requested for HP-39985.,13,False,web portal,employer plan
TKT-01974,2025-01-17T13:15:00Z,portal access,Customer reports a locked portal account under HP-12987.,9,False,phone,employer plan
TKT-02698,2025-01-17T14:19:00Z,appointment scheduling,Customer asks about available scheduling options for HP-50862.,28,False,phone,premium care
TKT-02106,2025-01-17T14:30:00Z,prescription refill request,Customer asks for refill-request routing under HP-88589.,63,False,email,medicare support
TKT-00476,2025-01-17T17:40:00Z,appointment scheduling,Administrative scheduling request for reference HP-64626.,27,False,email,premium care
TKT-00146,2025-01-17T18:23:00Z,general inquiry,Uncategorized administrative inquiry references HP-25065.,19,False,phone,premium care
TKT-01550,2025-01-17T20:54:00Z,portal access,Customer cannot access the service portal under HP-37518.,8,False,chat,premium care
TKT-00539,2025-01-17T21:23:00Z,billing question,Customer asks about an administrative statement under HP-79042.,35,False,web portal,standard
TKT-02571,2025-01-18T02:03:00Z,billing question,Payment posting question references HP-58618.,64,True,phone,medicare support
TKT-02135,2025-01-18T02:35:00Z,prescription refill request,Refill request status inquiry references HP-42049; no clinical details included.,42,False,phone,standard
TKT-01848,2025-01-18T04:40:00Z,appointment scheduling,Administrative scheduling request for reference HP-83686.,17,False,chat,standard
TKT-02469,2025-01-18T09:04:00Z,appointment scheduling,Administrative scheduling request for reference HP-24148.,24,False,phone,medicare support
TKT-00105,2025-01-18T09:33:00Z,prescription refill request,Customer asks for refill-request routing under HP-85869.,48,False,phone,standard
TKT-01650,2025-01-18T14:27:00Z,appointment scheduling,Administrative scheduling request for reference HP-20539.,12,False,phone,employer plan
TKT-02449,2025-01-18T14:52:00Z,general inquiry,Uncategorized administrative inquiry references HP-60343.,44,False,chat,employer plan
TKT-00163,2025-01-18T20:47:00Z,appointment scheduling,Customer asks about available scheduling options for HP-92252.,22,False,email,standard
TKT-02161,2025-01-18T20:48:00Z,appointment scheduling,Caller requests an appointment-time change under HP-27435.,17,False,web portal,medicare support
TKT-00703,2025-01-18T21:50:00Z,portal access,Customer reports a locked portal account under HP-60928.,7,False,web portal,medicare support
TKT-00338,2025-01-18T23:03:00Z,appointment scheduling,Administrative scheduling request for reference HP-72968.,20,False,phone,employer plan
TKT-00247,2025-01-19T04:29:00Z,appointment scheduling,Customer asks about available scheduling options for HP-63706.,17,False,phone,standard
TKT-00901,2025-01-19T04:52:00Z,portal access,Customer cannot access the service portal under HP-32739.,13,False,web portal,standard
TKT-02305,2025-01-19T04:52:00Z,insurance eligibility,Coverage administration question references HP-72019.,49,False,phone,employer plan
TKT-00300,2025-01-19T05:27:00Z,appointment scheduling,Customer asks about available scheduling options for HP-18630.,22,False,phone,premium care
TKT-01083,2025-01-19T12:12:00Z,referral status,Customer requests administrative referral status for HP-82930.,24,False,phone,standard
TKT-02083,2025-01-19T12:21:00Z,referral status,Referral routing update requested under HP-27325.,52,False,web portal,employer plan
TKT-01167,2025-01-19T12:37:00Z,medical records request,Customer asks which authorization form applies to HP-29845.,79,False,email,employer plan
TKT-02293,2025-01-19T13:33:00Z,appointment scheduling,Caller requests an appointment-time change under HP-39125.,19,False,web portal,standard
TKT-02743,2025-01-19T13:48:00Z,insurance eligibility,Coverage administration question references HP-50830.,56,False,email,premium care
TKT-02391,2025-01-19T14:09:00Z,portal access,Portal password reset requested for HP-67068.,12,False,chat,premium care
TKT-01422,2025-01-19T14:25:00Z,billing question,Customer requests an explanation of a service charge for HP-78062.,45,False,phone,standard
TKT-02420,2025-01-19T19:21:00Z,portal access,Customer reports a locked portal account under HP-96341.,5,False,chat,standard
TKT-02973,2025-01-19T21:31:00Z,portal access,Customer reports a locked portal account under HP-82469.,15,False,web portal,standard
TKT-00227,2025-01-20T00:49:00Z,appointment scheduling,Caller requests an appointment-time change under HP-41022.,53,True,phone,employer plan
TKT-01861,2025-01-20T02:43:00Z,insurance eligibility,Customer requests administrative eligibility verification for HP-91942.,42,False,phone,medicare support
TKT-00705,2025-01-20T02:46:00Z,billing question,Customer asks about an administrative statement under HP-12201.,49,False,phone,premium care
TKT-02879,2025-01-20T03:56:00Z,medical records request,Customer asks which authorization form applies to HP-11844.,113,False,phone,medicare support
TKT-01612,2025-01-20T06:39:00Z,billing question,Customer asks about an administrative statement under HP-38282.,53,False,email,standard
TKT-00758,2025-01-20T09:52:00Z,portal access,Customer cannot access the service portal under HP-82247.,6,False,web portal,standard
TKT-01470,2025-01-20T13:00:00Z,appointment scheduling,Administrative scheduling request for reference HP-62372.,9,False,phone,medicare support
TKT-00773,2025-01-20T14:16:00Z,portal access,Portal password reset requested for HP-44260.,4,False,web portal,standard
TKT-00491,2025-01-20T15:02:00Z,portal access,Customer cannot access the service portal under HP-29450.,16,False,web portal,standard
TKT-00451,2025-01-20T15:42:00Z,medical records request,Records request status inquiry references HP-10165.,105,False,chat,employer plan
TKT-00100,2025-01-20T18:21:00Z,appointment scheduling,Customer asks about available scheduling options for HP-59456.,27,False,phone,employer plan
TKT-02583,2025-01-21T00:08:00Z,medical records request,Customer requests records-release instructions under HP-48078.,73,False,phone,medicare support
TKT-01222,2025-01-21T01:28:00Z,general inquiry,Customer request requires manual routing under HP-25818.,74,False,phone,standard
TKT-00783,2025-01-21T01:42:00Z,general inquiry,Uncategorized administrative inquiry references HP-25954.,67,False,web portal,employer plan
TKT-02014,2025-01-21T01:59:00Z,billing question,Customer requests an explanation of a service charge for HP-37924.,72,False,phone,standard
TKT-02957,2025-01-21T02:05:00Z,insurance eligibility,Customer requests administrative eligibility verification for HP-36147.,93,True,web portal,standard
TKT-00313,2025-01-21T02:57:00Z,portal access,Customer cannot access the service portal under HP-52250.,5,False,chat,medicare support
TKT-01912,2025-01-21T03:48:00Z,appointment scheduling,Customer asks about available scheduling options for HP-85195.,21,False,phone,employer plan
TKT-01071,2025-01-21T09:09:00Z,billing question,Customer asks about an administrative statement under HP-52354.,104,True,phone,standard
TKT-01386,2025-01-21T09:29:00Z,appointment scheduling,Customer asks about available scheduling options for HP-70507.,20,False,phone,premium care
TKT-02438,2025-01-21T11:06:00Z,appointment scheduling,Administrative scheduling request for reference HP-63941.,11,False,chat,standard
TKT-00283,2025-01-21T13:56:00Z,portal access,Customer cannot access the service portal under HP-94641.,6,False,web portal,employer plan
TKT-02148,2025-01-21T14:46:00Z,referral status,Customer asks whether referral paperwork was received for HP-65870.,22,False,phone,standard
TKT-01454,2025-01-21T15:23:00Z,general inquiry,Multi-topic non-clinical inquiry recorded as HP-32079.,32,False,email,standard
TKT-02948,2025-01-21T17:58:00Z,prescription refill request,Administrative refill request requires licensed-team review under HP-64560.,54,False,phone,premium care
TKT-01549,2025-01-21T22:47:00Z,insurance eligibility,Coverage administration question references HP-78979.,52,False,email,employer plan
TKT-01467,2025-01-21T23:17:00Z,portal access,Portal password reset requested for HP-51829.,4,False,email,standard
TKT-00102,2025-01-22T04:39:00Z,portal access,Customer reports a locked portal account under HP-63608.,8,False,email,standard
TKT-02442,2025-01-22T05:19:00Z,insurance eligibility,Customer requests administrative eligibility verification for HP-77886.,40,False,web portal,medicare support
TKT-00202,2025-01-22T05:53:00Z,portal access,Customer reports a locked portal account under HP-86384.,7,False,web portal,standard
